clase,syn
http://purl.obolibrary.org/obo/DOID_3613,DEFICIENCIA DE ASPARTOACILASA
http://purl.obolibrary.org/obo/DOID_3613,ENFERMEDAD DE CANAVAN-VAN BOGAERT-BERTRAND
http://purl.obolibrary.org/obo/DOID_3613,Degeneración esponjosa del sistema nervioso central
http://purl.obolibrary.org/obo/DOID_3614,Hipogonadismo con anosmia
http://purl.obolibrary.org/obo/DOID_3614,Síndrome de Kallman
http://purl.obolibrary.org/obo/DOID_3614,Síndrome de Kallman
http://purl.obolibrary.org/obo/DOID_3614,hipogonadismo familiar con anosmia
http://purl.obolibrary.org/obo/DOID_3615,Angiolipoma infiltrante
http://purl.obolibrary.org/obo/DOID_3617,Angiolipoma del canal espinal extradural
http://purl.obolibrary.org/obo/DOID_3618,Tumor extradural
http://purl.obolibrary.org/obo/DOID_3633,Beta-D-mannosidosis
http://purl.obolibrary.org/obo/DOID_3633,deficiencia de beta-manosidasa
http://purl.obolibrary.org/obo/DOID_3633,deficiencia de beta-manosidasa lisosomal
http://purl.obolibrary.org/obo/DOID_3637,neoplasia medular infantil
http://purl.obolibrary.org/obo/DOID_3639,Teratoma espinal intramedular
http://purl.obolibrary.org/obo/DOID_3640,Teratoma del SNC
http://purl.obolibrary.org/obo/DOID_3641,tumor del cono medular
http://purl.obolibrary.org/obo/DOID_3643,tumor de la silla turca
http://purl.obolibrary.org/obo/DOID_3842,tumores de base craneal
http://purl.obolibrary.org/obo/DOID_3644,neoplasia del Hipotálamo
http://purl.obolibrary.org/obo/DOID_3644,tumor de hipotálamo
http://purl.obolibrary.org/obo/DOID_3649,deficiencia de deshidrogenasa pirúvica
http://purl.obolibrary.org/obo/DOID_3649,enfermedad por deficiencia del complejo piruvato deshidrogenasa
http://purl.obolibrary.org/obo/DOID_3649,deficiencia de piruvato deshidrogenasa
http://purl.obolibrary.org/obo/DOID_3651,deficiencia de pirúvico carboxilasa
http://purl.obolibrary.org/obo/DOID_3652,Encefalomielopatía necrotizante infantil
http://purl.obolibrary.org/obo/DOID_3652,Síndrome de Leigh
http://purl.obolibrary.org/obo/DOID_3652,encefalomielopatía necrotizante subaguda juvenil
http://purl.obolibrary.org/obo/DOID_3652,encefalomielopatía necrotizante subaguda
http://purl.obolibrary.org/obo/DOID_3660,alergia al trigo
http://purl.obolibrary.org/obo/DOID_3660,reacción alérgica al trigo
http://purl.obolibrary.org/obo/DOID_3666,Mastocitoma solitario de piel
http://purl.obolibrary.org/obo/DOID_3666,Mastocitoma solitario
http://purl.obolibrary.org/obo/DOID_3666,mastocitoma solitario cutáneo
http://purl.obolibrary.org/obo/DOID_3669,Síndrome de Charcot
http://purl.obolibrary.org/obo/DOID_367,trastorno del 1er nervio
http://purl.obolibrary.org/obo/DOID_367,trastorno del [1er] nervio olfativo
http://purl.obolibrary.org/obo/DOID_367,trastorno del nervio olfativo
http://purl.obolibrary.org/obo/DOID_3672,Sarcoma rabdoide
http://purl.obolibrary.org/obo/DOID_3672,tumor rabdoide maligno
http://purl.obolibrary.org/obo/DOID_3672,tumor rabdoide
http://purl.obolibrary.org/obo/DOID_3675,tumor renal pediátrico
http://purl.obolibrary.org/obo/DOID_3674,tumor rabdoide renal
http://purl.obolibrary.org/obo/DOID_3674,tumor rabdoide del riñón
http://purl.obolibrary.org/obo/DOID_3674,tumor rabdoide renal
http://purl.obolibrary.org/obo/DOID_3677,Pseudotumor linfocítico de pulmón
http://purl.obolibrary.org/obo/DOID_3677,Hemangiocitoma esclerosante de pulmón
http://purl.obolibrary.org/obo/DOID_3677,"granuloma, células plasmáticas, pulmonar"
http://purl.obolibrary.org/obo/DOID_3683,tumor de pulmón
http://purl.obolibrary.org/obo/DOID_3687,"MIOPATÍA MITOCONDRIAL, ENCEFALOPATÍA, ACIDOSIS LÁCTICA Y EPISODIOS SIMILARES A UN ICTUS"
http://purl.obolibrary.org/obo/DOID_3689,Neuritis braquial
http://purl.obolibrary.org/obo/DOID_3689,Síndrome de Parsonage-Aldren-Turner
http://purl.obolibrary.org/obo/DOID_370,tumor maligno del nervio olfativo
http://purl.obolibrary.org/obo/DOID_370,tumor maligno del nervio olfatorio
http://purl.obolibrary.org/obo/DOID_370,neoplasia maligna primaria del nervio olfatorio
http://purl.obolibrary.org/obo/DOID_3691,adenocarcinoma mucinoso de ano
http://purl.obolibrary.org/obo/DOID_3692,adenocarcinoma del canal anal
http://purl.obolibrary.org/obo/DOID_3692,adenocarcinoma del canal anal
http://purl.obolibrary.org/obo/DOID_3698,carcinoma mucinoso de la vía biliar
http://purl.obolibrary.org/obo/DOID_5727,tumor del ligamento uterino
http://purl.obolibrary.org/obo/DOID_3702,adenocarcinoma cérvix uteri
http://purl.obolibrary.org/obo/DOID_3702,adenocarcinoma de cuello uterino
http://purl.obolibrary.org/obo/DOID_3702,adenocarcinoma de cuello uterino
http://purl.obolibrary.org/obo/DOID_3703,adenocarcinoma acinar coloide de próstata
http://purl.obolibrary.org/obo/DOID_3706,adenocarcinoma de la trompa de Falopio
http://purl.obolibrary.org/obo/DOID_3707,adenocarcinoma mucinoso del cuerpo uterino
http://purl.obolibrary.org/obo/DOID_3709,Adenocarcinoma coloidal de recto
http://purl.obolibrary.org/obo/DOID_3711,adenocarcinoma de vejiga
http://purl.obolibrary.org/obo/DOID_3711,adenocarcinoma de vejiga urinaria
http://purl.obolibrary.org/obo/DOID_3711,"adenocarcinoma de vejiga, no especificado de otro modo"
http://purl.obolibrary.org/obo/DOID_3716,adenocarcinoma mucinoso de estómago
http://purl.obolibrary.org/obo/DOID_5517,cáncer de estómago
http://purl.obolibrary.org/obo/DOID_5517,carcinoma de estómago
http://purl.obolibrary.org/obo/DOID_5517,carcinoma gástrico
http://purl.obolibrary.org/obo/DOID_3720,plasmocitoma extraóseo
http://purl.obolibrary.org/obo/DOID_3720,plasmocitoma extramedular
http://purl.obolibrary.org/obo/DOID_3721,Mieloma solitario
http://purl.obolibrary.org/obo/DOID_3721,Mieloma solitario
http://purl.obolibrary.org/obo/DOID_3721,Mieloma solitario
http://purl.obolibrary.org/obo/DOID_3721,Plasmocitoma solitario
http://purl.obolibrary.org/obo/DOID_6536,Discrasia de células plasmáticas
http://purl.obolibrary.org/obo/DOID_6536,Tumor de células plasmáticas
http://purl.obolibrary.org/obo/DOID_6536,Tumor plasmocitario
http://purl.obolibrary.org/obo/DOID_3722,Plasmocitoma óseo aislado
http://purl.obolibrary.org/obo/DOID_3722,Plasmocitoma óseo solitario
http://purl.obolibrary.org/obo/DOID_3723,Plasmocitoma solitario de la pared torácica
http://purl.obolibrary.org/obo/DOID_3733,Infección por Theileria
http://purl.obolibrary.org/obo/DOID_3733,teileriosis
http://purl.obolibrary.org/obo/DOID_3737,Carcinoma verrugoso
http://purl.obolibrary.org/obo/DOID_3737,carcinoma escamoso verrucoso
http://purl.obolibrary.org/obo/DOID_3737,carcinoma escamoso verrugoso
http://purl.obolibrary.org/obo/DOID_374,Trastorno nutricional
http://purl.obolibrary.org/obo/DOID_3740,carcinoma verrucoso de vulva
http://purl.obolibrary.org/obo/DOID_3742,Carcinoma epidermoide de la vejiga urinaria
http://purl.obolibrary.org/obo/DOID_3742,carcinoma de células escamosas de vejiga
http://purl.obolibrary.org/obo/DOID_3744,carcinoma de células escamosas de cuello uterino
http://purl.obolibrary.org/obo/DOID_3744,Carcinoma de células escamosas del cuello uterino
http://purl.obolibrary.org/obo/DOID_3747,carcinoma verrucoso de esófago
http://purl.obolibrary.org/obo/DOID_3747,carcinoma verrucoso de esófago
http://purl.obolibrary.org/obo/DOID_3747,carcinoma verrucoso de esófago
http://purl.obolibrary.org/obo/DOID_3747,carcinoma verrucoso del esófago
http://purl.obolibrary.org/obo/DOID_3748,CCE de esófago
http://purl.obolibrary.org/obo/DOID_3748,CCE de esófago
http://purl.obolibrary.org/obo/DOID_3748,carcinoma de células escamosas de esófago
http://purl.obolibrary.org/obo/DOID_3750,Carcinoma epidermoide uretral
http://purl.obolibrary.org/obo/DOID_734,tumor maligno de uretra
http://purl.obolibrary.org/obo/DOID_734,neoplasia uretral maligna
http://purl.obolibrary.org/obo/DOID_734,Ca uretral
http://purl.obolibrary.org/obo/DOID_734,cáncer de uretra
http://purl.obolibrary.org/obo/DOID_3752,carcinoma verrucoso de Laringe
http://purl.obolibrary.org/obo/DOID_3755,Deficiencia de AT III
http://purl.obolibrary.org/obo/DOID_3755,trombofilia hereditaria por deficiencia congénita de antitrombina
http://purl.obolibrary.org/obo/DOID_3766,Leucorrea vaginal
http://purl.obolibrary.org/obo/DOID_3766,secreción - leucorrea
http://purl.obolibrary.org/obo/DOID_3774,Glioma cordoide del 3er ventrículo
http://purl.obolibrary.org/obo/DOID_3774,Glioma cordoide del tercer ventrículo
http://purl.obolibrary.org/obo/DOID_3774,glioma cordoide del tercer ventrículo
http://purl.obolibrary.org/obo/DOID_3777,Granuloma anular
http://purl.obolibrary.org/obo/DOID_379,Quiste preauricular
http://purl.obolibrary.org/obo/DOID_379,Seno preauricular y fístula
http://purl.obolibrary.org/obo/DOID_379,Seno preauricular o fístula
http://purl.obolibrary.org/obo/DOID_3803,Deficiencia de bilirrubina UDP glucuronil transferasa
http://purl.obolibrary.org/obo/DOID_3803,Síndrome de Crigler Najjar
http://purl.obolibrary.org/obo/DOID_3803,"Síndrome de Crigler-Najjar, tipo I"
http://purl.obolibrary.org/obo/DOID_3805,poroqueratosis actínica superficial diseminada
http://purl.obolibrary.org/obo/DOID_3813,Condroma del SNC
http://purl.obolibrary.org/obo/DOID_3814,condroma extraesquelético
http://purl.obolibrary.org/obo/DOID_3819,Dermatitis de contacto debida al género Toxicodendron
http://purl.obolibrary.org/obo/DOID_3819,Dermatitis Rhus
http://purl.obolibrary.org/obo/DOID_3825,Reacción de Shwartzman
http://purl.obolibrary.org/obo/DOID_3828,Adenoma cromófobo de la hipófisis
http://purl.obolibrary.org/obo/DOID_384,Excitación A-V anómala
http://purl.obolibrary.org/obo/DOID_384,Patrón Wolff-Parkinson-White
http://purl.obolibrary.org/obo/DOID_384,excitación auriculoventricular anómala
http://purl.obolibrary.org/obo/DOID_3840,neoplasia de la bolsa de Rathke
http://purl.obolibrary.org/obo/DOID_3843,tumor diencefálico maligno
http://purl.obolibrary.org/obo/DOID_3843,neoplasia diencefálica maligna
http://purl.obolibrary.org/obo/DOID_3843,tumor de diencéfalo
http://purl.obolibrary.org/obo/DOID_3846,Tumor Adamantino de la Bolsa de Rathke
http://purl.obolibrary.org/obo/DOID_3846,craneofaringioma adamantinomatoso
http://purl.obolibrary.org/obo/DOID_3847,Tumor papilar de la bolsa de Rathke
http://purl.obolibrary.org/obo/DOID_3847,craneofaringioma papilar
http://purl.obolibrary.org/obo/DOID_3852,Pólipo hamartomatoso colónico
http://purl.obolibrary.org/obo/DOID_3852,Pólipo de colon de Peutz Jeghers
http://purl.obolibrary.org/obo/DOID_3852,Pólipo de Peutz Jeghers
http://purl.obolibrary.org/obo/DOID_3852,Pólipo de Peutz-Jeghers del intestino delgado
http://purl.obolibrary.org/obo/DOID_3852,pólipo gástrico de Peutz-Jeghers
http://purl.obolibrary.org/obo/DOID_3852,hamartoma del intestino delgado de peutz-jeghers
http://purl.obolibrary.org/obo/DOID_3855,Neoplasia de la vesícula seminal
http://purl.obolibrary.org/obo/DOID_3855,tumor de la vesícula seminal
http://purl.obolibrary.org/obo/DOID_3855,tumor de la vesícula seminal
http://purl.obolibrary.org/obo/DOID_3855,tumor de vesícula seminal
http://purl.obolibrary.org/obo/DOID_3857,Meduloblastoma anaplásico
http://purl.obolibrary.org/obo/DOID_3860,Meduloblastoma Vermis
http://purl.obolibrary.org/obo/DOID_3864,meduloblastoma cerebral en adultos
http://purl.obolibrary.org/obo/DOID_3865,PNET adulto del SNC
http://purl.obolibrary.org/obo/DOID_3865,neoplasia neuroectodérmica primitiva del sistema nervioso central adulto
http://purl.obolibrary.org/obo/DOID_3868,Meduloblastoma melanótico
http://purl.obolibrary.org/obo/DOID_3869,Meduloblastoma pediátrico
http://purl.obolibrary.org/obo/DOID_3870,neoplasia neuroectodérmica primitiva del sistema nervioso central infantil
http://purl.obolibrary.org/obo/DOID_3870,PNET pediátrico del SNC
http://purl.obolibrary.org/obo/DOID_3873,Meduloblastoma con nodularidad extensa
http://purl.obolibrary.org/obo/DOID_3873,meduloblastoma nodular desmoplásico
http://purl.obolibrary.org/obo/DOID_3873,meduloblastoma nodular
http://purl.obolibrary.org/obo/DOID_3876,pseudoobstrucción crónica primaria del colon
http://purl.obolibrary.org/obo/DOID_3890,AIP - porfiria aguda intermitente
http://purl.obolibrary.org/obo/DOID_3890,Pirroloporfiria
http://purl.obolibrary.org/obo/DOID_3890,porfiria intermitente aguda
http://purl.obolibrary.org/obo/DOID_3892,Tumor de células de los islotes productoras de insulina
http://purl.obolibrary.org/obo/DOID_3892,Adenoma de células de los islotes
http://purl.obolibrary.org/obo/DOID_3893,Cistoadenoma ecrino
http://purl.obolibrary.org/obo/DOID_3893,Hidrocistoma ecrino de piel
http://purl.obolibrary.org/obo/DOID_3893,cistoadenoma apocrino
http://purl.obolibrary.org/obo/DOID_5876,Tumor apocrino
http://purl.obolibrary.org/obo/DOID_3895,tubular Adenoma apocrino
http://purl.obolibrary.org/obo/DOID_3904,BC - Carcinoma broncogénico
http://purl.obolibrary.org/obo/DOID_3907,Carcinoma epidermoide de pulmón
http://purl.obolibrary.org/obo/DOID_3907,carcinoma de células escamosas de pulmón
http://purl.obolibrary.org/obo/DOID_3911,HGPS
http://purl.obolibrary.org/obo/DOID_3911,Síndrome de Hutchinson Gilford
http://purl.obolibrary.org/obo/DOID_3911,Síndrome de progeria de Hutchinson-Gilford
http://purl.obolibrary.org/obo/DOID_3911,Enfermedad de Hutchinson-Gilford
http://purl.obolibrary.org/obo/DOID_3924,Ca bronquio principal
http://purl.obolibrary.org/obo/DOID_3924,neoplasia maligna del bronquio principal
http://purl.obolibrary.org/obo/DOID_3928,Enfermedad de Dercum
http://purl.obolibrary.org/obo/DOID_682,Síndrome compartimental
http://purl.obolibrary.org/obo/DOID_3946,Sobreproducción de ACTH
http://purl.obolibrary.org/obo/DOID_3946,enfermedad de Cushing dependiente de la hipófisis
http://purl.obolibrary.org/obo/DOID_3947,Hiperfunción corticosuprarrenal
http://purl.obolibrary.org/obo/DOID_3947,hiperadrenalismo
http://purl.obolibrary.org/obo/DOID_3947,hipercortisolismo
http://purl.obolibrary.org/obo/DOID_3948,Carcinoma cortical suprarrenal
http://purl.obolibrary.org/obo/DOID_3948,carcinoma de la corteza suprarrenal
http://purl.obolibrary.org/obo/DOID_660,Tumores de la corteza suprarrenal
http://purl.obolibrary.org/obo/DOID_660,tumor corticosuprarrenal maligno
http://purl.obolibrary.org/obo/DOID_660,neoplasia maligna de la corteza suprarrenal
http://purl.obolibrary.org/obo/DOID_660,tumor maligno de la corteza suprarrenal
http://purl.obolibrary.org/obo/DOID_660,neoplasia de la corteza suprarrenal
http://purl.obolibrary.org/obo/DOID_3950,carcinoma de la glándula suprarrenal
http://purl.obolibrary.org/obo/DOID_3953,cáncer suprarrenal
http://purl.obolibrary.org/obo/DOID_3953,neoplasia suprarrenal
http://purl.obolibrary.org/obo/DOID_3953,tumor suprarrenal maligno
http://purl.obolibrary.org/obo/DOID_3953,neoplasia maligna de la glándula suprarrenal
http://purl.obolibrary.org/obo/DOID_3953,neoplasia de la glándula suprarrenal
http://purl.obolibrary.org/obo/DOID_3953,tumor de la glándula suprarrenal
http://purl.obolibrary.org/obo/DOID_3959,Adenocarcinoma de corteza suprarrenal
http://purl.obolibrary.org/obo/DOID_396,Enfermedad endomiocárdica eosinofílica
http://purl.obolibrary.org/obo/DOID_3962,Adenocarcinoma folicular
http://purl.obolibrary.org/obo/DOID_3962,"Adenocarcinoma folicular, bien diferenciado"
http://purl.obolibrary.org/obo/DOID_3962,Carcinoma folicular
http://purl.obolibrary.org/obo/DOID_3962,Adenocarcinoma de tiroides
http://purl.obolibrary.org/obo/DOID_3962,carcinoma folicular de tiroides
http://purl.obolibrary.org/obo/DOID_3964,"Adenocarcinoma folicular, trabecular"
http://purl.obolibrary.org/obo/DOID_3964,Carcinoma folicular trabecular
http://purl.obolibrary.org/obo/DOID_3965,Adenocarcinoma trabecular
http://purl.obolibrary.org/obo/DOID_3965,carcinoma trabecular
http://purl.obolibrary.org/obo/DOID_3969,Carcinoma papilar de la glándula tiroides
http://purl.obolibrary.org/obo/DOID_3981,Enfermedad de Hallervorden-Spatz
http://purl.obolibrary.org/obo/DOID_3981,Síndrome de Hallervorden-Spatz
http://purl.obolibrary.org/obo/DOID_3981,NBIA1
http://purl.obolibrary.org/obo/DOID_3981,Degeneración palidal pigmentaria
http://purl.obolibrary.org/obo/DOID_3981,Síndrome de acumulación cerebral de hierro tipo I
http://purl.obolibrary.org/obo/DOID_3981,neurodegeneración con acumulación cerebral de hierro 1
http://purl.obolibrary.org/obo/DOID_3983,Infección por Oesophagostomum
http://purl.obolibrary.org/obo/DOID_3998,Carcinoma de células transicionales de la glándula de Bartholin
http://purl.obolibrary.org/obo/DOID_3999,Carcinoma de la glándula de Bartholin
http://purl.obolibrary.org/obo/DOID_3999,carcinoma de la glándula de Bartholin
http://purl.obolibrary.org/obo/DOID_4000,neoplasia maligna de células transicionales del ovario
http://purl.obolibrary.org/obo/DOID_4000,cáncer de ovario de células transicionales
http://purl.obolibrary.org/obo/DOID_4000,carcinoma de células transicionales de Ovario
http://purl.obolibrary.org/obo/DOID_4000,neoplasia ovárica de células de transición
http://purl.obolibrary.org/obo/DOID_4003,Carcinoma de células cilíndricas
http://purl.obolibrary.org/obo/DOID_4006,carcinoma de células transicionales de vejiga
http://purl.obolibrary.org/obo/DOID_4006,carcinoma de células transicionales de vejiga
http://purl.obolibrary.org/obo/DOID_4006,carcinoma urotelial de vejiga urinaria
http://purl.obolibrary.org/obo/DOID_4006,carcinoma urotelial de vejiga
http://purl.obolibrary.org/obo/DOID_4011,carcinoma de células transicionales de próstata
http://purl.obolibrary.org/obo/DOID_4012,Carcinoma papilar de células transicionales
http://purl.obolibrary.org/obo/DOID_4013,carcinoma uretral de células de transición
http://purl.obolibrary.org/obo/DOID_4015,carcinoma de células fusiformes
http://purl.obolibrary.org/obo/DOID_4023,Estómago de cuero
http://purl.obolibrary.org/obo/DOID_4024,adenocarcinoma con fibrosis productiva
http://purl.obolibrary.org/obo/DOID_4028,Angioma serpiginoso de piel
http://purl.obolibrary.org/obo/DOID_471,Angioma cutáneo
http://purl.obolibrary.org/obo/DOID_471,Nevus angiomatoso de la piel
http://purl.obolibrary.org/obo/DOID_4044,tumor del músculo esquelético
http://purl.obolibrary.org/obo/DOID_4047,Rabdomiosarcoma de hígado
http://purl.obolibrary.org/obo/DOID_4048,Rabdomiosarcoma del SNC
http://purl.obolibrary.org/obo/DOID_4049,Rabdomiosarcoma de mediastino
http://purl.obolibrary.org/obo/DOID_4050,sarcoma de mediastino
http://purl.obolibrary.org/obo/DOID_5559,Tumor de mediastino
http://purl.obolibrary.org/obo/DOID_5559,tumor mediastinal
http://purl.obolibrary.org/obo/DOID_5559,cáncer de mediastino
http://purl.obolibrary.org/obo/DOID_5559,neoplasia del mediastino
http://purl.obolibrary.org/obo/DOID_4051,rabdomiosarcoma alveolar infantil
http://purl.obolibrary.org/obo/DOID_4053,Rabdomiosarcoma de recto
http://purl.obolibrary.org/obo/DOID_4055,Rabdomiosarcoma con diferenciación ganglionar
http://purl.obolibrary.org/obo/DOID_502,Tumor mesenquimal no meningotelial
http://purl.obolibrary.org/obo/DOID_502,Tumor mesenquimal no meningotelial
http://purl.obolibrary.org/obo/DOID_502,tumor mesenquimal no meningotelial del sistema nervioso central
http://purl.obolibrary.org/obo/DOID_4057,Rabdomiosarcoma de la vesícula biliar
http://purl.obolibrary.org/obo/DOID_4058,tumor mesenquimal maligno de la vesícula biliar
http://purl.obolibrary.org/obo/DOID_4059,Rabdomiosarcoma de ovario
http://purl.obolibrary.org/obo/DOID_4060,Rabdomiosarcoma de mama
http://purl.obolibrary.org/obo/DOID_4061,Rabdomiosarcoma de testículo
http://purl.obolibrary.org/obo/DOID_4062,sarcoma de testículo
http://purl.obolibrary.org/obo/DOID_4064,sarcoma de la vía biliar
http://purl.obolibrary.org/obo/DOID_4065,rabdomiosarcoma embrionario mixto y rabdomiosarcoma alveolar
http://purl.obolibrary.org/obo/DOID_4066,rabdomiosarcoma de ano
http://purl.obolibrary.org/obo/DOID_4067,sarcoma de ano
http://purl.obolibrary.org/obo/DOID_407,Tuberculosis hepática
http://purl.obolibrary.org/obo/DOID_4073,cistoadenocarcinoma de páncreas
http://purl.obolibrary.org/obo/DOID_4075,cistoadenocarcinoma biliar
http://purl.obolibrary.org/obo/DOID_4078,Estenosis tricuspídea
http://purl.obolibrary.org/obo/DOID_4080,Incompetencia tricuspídea
http://purl.obolibrary.org/obo/DOID_4080,Regurgitación tricuspídea
http://purl.obolibrary.org/obo/DOID_4080,Regurgitación de la válvula tricúspide
http://purl.obolibrary.org/obo/DOID_4086,Tumor testicular de células germinales no seminomatoso
http://purl.obolibrary.org/obo/DOID_5557,tumor de células germinales de testículo
http://purl.obolibrary.org/obo/DOID_5557,neoplasia de células germinales testiculares
http://purl.obolibrary.org/obo/DOID_4111,adenosarcoma cervical muelleriano
http://purl.obolibrary.org/obo/DOID_4111,adenosarcoma mŸlleriano cervical
http://purl.obolibrary.org/obo/DOID_4112,tumor mŸlleriano mixto maligno cervical
http://purl.obolibrary.org/obo/DOID_4112,tumor mesodérmico mulleriano mixto maligno cervical
http://purl.obolibrary.org/obo/DOID_4112,neoplasia cervical mixta epitelial y mesenquimal
http://purl.obolibrary.org/obo/DOID_4113,adenosarcoma uterino Corpus mulleriano
http://purl.obolibrary.org/obo/DOID_4113,adenosarcoma de cuerpo uterino
http://purl.obolibrary.org/obo/DOID_4114,tumor mixto maligno del cuerpo uterino
http://purl.obolibrary.org/obo/DOID_4115,Adenosarcoma ovárico mulleriano
http://purl.obolibrary.org/obo/DOID_6170,MMMT ovárico
http://purl.obolibrary.org/obo/DOID_6170,tumor mixto mesodérmico maligno de ovario (mulleriano)
http://purl.obolibrary.org/obo/DOID_6170,tumor mülleriano mixto maligno de ovario
http://purl.obolibrary.org/obo/DOID_4118,Tumor neuroendocrino colónico
http://purl.obolibrary.org/obo/DOID_4119,tumor neuroendocrino intestinal benigno
http://purl.obolibrary.org/obo/DOID_4119,tumor neuroendocrino de Intestino
http://purl.obolibrary.org/obo/DOID_4119,tumor neuroendocrino de Intestino
http://purl.obolibrary.org/obo/DOID_4131,Infección por Corynebacterium minutissimum
http://purl.obolibrary.org/obo/DOID_4140,disfunción del esfínter de oddi
http://purl.obolibrary.org/obo/DOID_4143,neoplasia maligna de órbita
http://purl.obolibrary.org/obo/DOID_4143,neoplasia de la órbita propiamente dicha
http://purl.obolibrary.org/obo/DOID_4143,cáncer de órbita
http://purl.obolibrary.org/obo/DOID_4143,tumor orbitario
http://purl.obolibrary.org/obo/DOID_4147,Adenoma gastrointestinal
http://purl.obolibrary.org/obo/DOID_4151,Cordoma de la base del cráneo
http://purl.obolibrary.org/obo/DOID_4156,Sífilis precoz sintomática
http://purl.obolibrary.org/obo/DOID_4156,sífilis sintomática precoz
http://purl.obolibrary.org/obo/DOID_4156,sífilis precoz sintomática
http://purl.obolibrary.org/obo/DOID_4166,chancro sifilítico
http://purl.obolibrary.org/obo/DOID_4157,sífilis secundaria de las vísceras o de los huesos
http://purl.obolibrary.org/obo/DOID_4164,neuroblastoma de Cerebro
http://purl.obolibrary.org/obo/DOID_4164,neuroblastoma cerebral
http://purl.obolibrary.org/obo/DOID_4164,neuroblastoma del hemisferio cerebral
http://purl.obolibrary.org/obo/DOID_4175,Incompatibilidad Rh que afecta al tratamiento de la madre
http://purl.obolibrary.org/obo/DOID_419,dermatoesclerosis
http://purl.obolibrary.org/obo/DOID_4183,Seudohipoparatiroidismo normocalcémico
http://purl.obolibrary.org/obo/DOID_4196,Lesiones del nervio femoral
http://purl.obolibrary.org/obo/DOID_4196,disfunción del nervio femoral
http://purl.obolibrary.org/obo/DOID_4202,Tumor neuroglial del tronco encefálico
http://purl.obolibrary.org/obo/DOID_4206,tumor pediátrico de tronco cerebral
http://purl.obolibrary.org/obo/DOID_4207,tumor infratentorial pediátrico
http://purl.obolibrary.org/obo/DOID_4209,Meningioma intraparenquimatoso de células claras del tronco encefálico
http://purl.obolibrary.org/obo/DOID_4211,meningioma de la fosa craneal posterior
http://purl.obolibrary.org/obo/DOID_4211,meningioma de la fosa craneal posterior
http://purl.obolibrary.org/obo/DOID_4226,SEE
http://purl.obolibrary.org/obo/DOID_4226,Sarcoma endometrial indiferenciado
http://purl.obolibrary.org/obo/DOID_4226,sarcoma estromal endometrial de alto grado
http://purl.obolibrary.org/obo/DOID_5166,neoplasia del estroma endometrial
http://purl.obolibrary.org/obo/DOID_4227,tumor del estroma endometrial del cuerpo uterino
http://purl.obolibrary.org/obo/DOID_5165,sarcoma del cuerpo uterino
http://purl.obolibrary.org/obo/DOID_5165,sarcoma de útero
http://purl.obolibrary.org/obo/DOID_4232,Sarcoma de Ewing extraóseo
http://purl.obolibrary.org/obo/DOID_4232,sarcoma de Ewing extraóseo/tumor neuroectodérmico primitivo periférico
http://purl.obolibrary.org/obo/DOID_4232,Sarcoma de Ewing extraesquelético
http://purl.obolibrary.org/obo/DOID_4233,Sarcoma de células claras de partes blandas
http://purl.obolibrary.org/obo/DOID_4233,sarcoma de células claras de partes blandas en adultos
http://purl.obolibrary.org/obo/DOID_4233,melanoma maligno de tejidos blandos
http://purl.obolibrary.org/obo/DOID_4233,melanoma maligno de partes blandas
http://purl.obolibrary.org/obo/DOID_4233,melanoma maligno de partes blandas
http://purl.obolibrary.org/obo/DOID_424,atelectasia primaria del recién nacido
http://purl.obolibrary.org/obo/DOID_424,"atelectasia primaria, en periodo perinatal"
http://purl.obolibrary.org/obo/DOID_4249,Enfermedad de Gerstmann-Straussler-Scheinker
http://purl.obolibrary.org/obo/DOID_4249,DEMENCIA DE PRIONES
http://purl.obolibrary.org/obo/DOID_4252,Enfermedad de Alexander
http://purl.obolibrary.org/obo/DOID_4257,hiperostosis cortical congénita
http://purl.obolibrary.org/obo/DOID_4257,hiperostosis cortical infantil
http://purl.obolibrary.org/obo/DOID_4258,Síndrome de Piere-Robin
http://purl.obolibrary.org/obo/DOID_4258,Malformación de Pierre Robin
http://purl.obolibrary.org/obo/DOID_4265,leiomioma vascular
http://purl.obolibrary.org/obo/DOID_4267,Coma vigil
http://purl.obolibrary.org/obo/DOID_4270,Infección por Encephalitozoon
http://purl.obolibrary.org/obo/DOID_4271,Infección por Microspora
http://purl.obolibrary.org/obo/DOID_4271,Infección por microsporas
http://purl.obolibrary.org/obo/DOID_4271,Infección por Microsporida
http://purl.obolibrary.org/obo/DOID_4277,carcinoma basocelular de pene
http://purl.obolibrary.org/obo/DOID_4278,Carcinoma basocelular del escroto
http://purl.obolibrary.org/obo/DOID_4278,carcinoma basocelular del escroto
http://purl.obolibrary.org/obo/DOID_4279,carcinoma basocelular infundibuloquístico cutáneo
http://purl.obolibrary.org/obo/DOID_4280,Carcinoma basocelular nodular
http://purl.obolibrary.org/obo/DOID_4280,Carcinoma basocelular sólido circunscrito
http://purl.obolibrary.org/obo/DOID_4280,carcinoma basocelular nodulo-ulceroso cutáneo
http://purl.obolibrary.org/obo/DOID_4280,Piel sólida (nodular) Carcinoma basocelular
http://purl.obolibrary.org/obo/DOID_4281,Carcinoma basoescamoso de piel
http://purl.obolibrary.org/obo/DOID_4281,piel Carcinoma metatípico
http://purl.obolibrary.org/obo/DOID_4281,carcinoma basocelular metatípico cutáneo
