clase, syn,,,,
http://purl.obolibrary.org/obo/DOID_0112186,defecto genético en la hormonogénesis tiroidea 2A,,,,
http://purl.obolibrary.org/obo/DOID_0112186,deficiencia de yoduro peroxidasa,,,,
http://purl.obolibrary.org/obo/DOID_0112186,deficiencia de peroxidasa tiroidea,,,,
http://purl.obolibrary.org/obo/DOID_0112187,TDH3,,,,
http://purl.obolibrary.org/obo/DOID_0112187,defecto genético en la hormonogénesis tiroidea 3,,,,
http://purl.obolibrary.org/obo/DOID_0112188,TDH4,,,,
http://purl.obolibrary.org/obo/DOID_0112188,deficiencia de deiodinasa,,,,
http://purl.obolibrary.org/obo/DOID_0112188,defecto genético en la hormonogénesis tiroidea 4,,,,
http://purl.obolibrary.org/obo/DOID_0112188,deficiencia de yodo tirosina deshalogenasa,,,,
http://purl.obolibrary.org/obo/DOID_0112189,TDH6,,,,
http://purl.obolibrary.org/obo/DOID_0112189,defecto genético en la hormonogénesis tiroidea 6,,,,
http://purl.obolibrary.org/obo/DOID_0112213,DEE77,,,,
http://purl.obolibrary.org/obo/DOID_0112213,GPIBD19,,,,
http://purl.obolibrary.org/obo/DOID_0112213,MCAHS4,,,,
http://purl.obolibrary.org/obo/DOID_0112213,encefalopatía del desarrollo y epiléptica 77,,,,
http://purl.obolibrary.org/obo/DOID_0112213,encefalopatía epiléptica infantil precoz 77,,,,
http://purl.obolibrary.org/obo/DOID_0112213,defecto de biosíntesis del glicosilfosfatidilinositol 19,,,,
http://purl.obolibrary.org/obo/DOID_0112228,LIS9,,,,
http://purl.obolibrary.org/obo/DOID_0112228,síndrome de lisencefalia con predominio posterior - puente de Varolio ancho y plano y defectos de cruce de la médula - línea media,,,,
http://purl.obolibrary.org/obo/DOID_0112229,LIS10,,,,
http://purl.obolibrary.org/obo/DOID_0112230,LIS5,,,,
http://purl.obolibrary.org/obo/DOID_0112231,LIS7,,,,
http://purl.obolibrary.org/obo/DOID_0112232,LIS3,,,,
http://purl.obolibrary.org/obo/DOID_0112233,LIS8,,,,
http://purl.obolibrary.org/obo/DOID_0112235,LIS4,,,,
http://purl.obolibrary.org/obo/DOID_0112235,lisencefalia 4 con microcefalia,,,,
http://purl.obolibrary.org/obo/DOID_0112236,LIS6,,,,
http://purl.obolibrary.org/obo/DOID_0112237,LIS1,,,,
http://purl.obolibrary.org/obo/DOID_0112237,lisencefalia relacionada con PAFAH1B1,,,,
http://purl.obolibrary.org/obo/DOID_0112238,lisencefalia ligada al cromosoma X con genitales anormales,,,,
http://purl.obolibrary.org/obo/DOID_0112238,lisencefalia ligada al cromosoma X con genitales ambiguos,,,,
http://purl.obolibrary.org/obo/DOID_0112238,síndrome de lisencefalia-agenesia del cuerpo calloso-anomalías genitales ligadas al cromosoma X,,,,
http://purl.obolibrary.org/obo/DOID_0112238,XLAG,,,,
http://purl.obolibrary.org/obo/DOID_0112238,síndrome XLAG (lisencefalia ligada al cromosoma X con genitales anormales),,,,
http://purl.obolibrary.org/obo/DOID_0112238,XLIS2,,,,
http://purl.obolibrary.org/obo/DOID_0112239,XLIS1,,,,
http://purl.obolibrary.org/obo/DOID_0112239,lisencefalia tipo 1 debida a una mutación del gen de la doble corticina,,,,
http://purl.obolibrary.org/obo/DOID_0112321,AAMR,,,,
http://purl.obolibrary.org/obo/DOID_0112321,“síndrome de alacrima, acalasia y retraso mental”,,,
http://purl.obolibrary.org/obo/DOID_0112376,MDDGB15,,,,
http://purl.obolibrary.org/obo/DOID_0112376,distrofia muscular congénita relacionada con DPM3,,,,
http://purl.obolibrary.org/obo/DOID_0112377,MDDGB14,,,,
http://purl.obolibrary.org/obo/DOID_0112377,distrofia muscular congénita relacionada con GMPPB,,,,
http://purl.obolibrary.org/obo/DOID_0112378,MDDGB3,,,,
http://purl.obolibrary.org/obo/DOID_0112378,distrofia muscular congénita relacionada con POMGNT1,,,,
http://purl.obolibrary.org/obo/DOID_0112379,MDDGB4,,,,
http://purl.obolibrary.org/obo/DOID_0112379,distrofia muscular congénita relacionada con FKTN,,,,
http://purl.obolibrary.org/obo/DOID_0112380,MDDGB2,,,,
http://purl.obolibrary.org/obo/DOID_0112380,distrofia muscular congénita relacionada con POMT2,,,,
http://purl.obolibrary.org/obo/DOID_0112381,LGMD por deficiencia de POMK,,,,
http://purl.obolibrary.org/obo/DOID_0112381,Distrofia muscular de cinturas por deficiencia de POMK,,,,
http://purl.obolibrary.org/obo/DOID_0112381,MDDGC12,,,,
http://purl.obolibrary.org/obo/DOID_0112381,“distrofia-distroglicanopatía muscular, cinturas de las extremidades, relacionada con POMK”,,
http://purl.obolibrary.org/obo/DOID_0112382,LGMDR24,,,,
http://purl.obolibrary.org/obo/DOID_0112382,MDDGC2,,,,
http://purl.obolibrary.org/obo/DOID_0112382,distrofia muscular de cinturas de extremidades autosómica recesiva 24,,,,
http://purl.obolibrary.org/obo/DOID_0112382,“distrofia-distroglicanopatía muscular (cinturas de las extremidades) tipo C, 8”,,,
http://purl.obolibrary.org/obo/DOID_0112382,“distrofia-distroglicanopatía muscular, cinturas de las extremidades, relacionada con POMGNT2”,,
http://purl.obolibrary.org/obo/DOID_10039,neurosífilis juvenil,,,,
http://purl.obolibrary.org/obo/DOID_10488,Atresia congénita del ano,,,,
http://purl.obolibrary.org/obo/DOID_10488,Oclusión congénita o infantil del ano,,,,
http://purl.obolibrary.org/obo/DOID_10488,atresia anal,,,,
http://purl.obolibrary.org/obo/DOID_2860,hemoglobinopatías,,,,
http://purl.obolibrary.org/obo/DOID_10892,hipospadias familiar,,,,
http://purl.obolibrary.org/obo/DOID_11211,glaucoma congénito primario 3A,,,,
http://purl.obolibrary.org/obo/DOID_11211,buftalmos simple,,,,
http://purl.obolibrary.org/obo/DOID_11367,“AFAQUIA, PRIMARIA CONGÉNITA”,,,
http://purl.obolibrary.org/obo/DOID_11367,Ausencia congénita del cristalino,,,,
http://purl.obolibrary.org/obo/DOID_1148,polidactilia postaxial,,,,
http://purl.obolibrary.org/obo/DOID_1148,Dígito supernumerario,,,,
http://purl.obolibrary.org/obo/DOID_12961,la sindactilia de Polonia,,,,
http://purl.obolibrary.org/obo/DOID_13336,Toxoplasmosis - congen.,,,,
http://purl.obolibrary.org/obo/DOID_1342,anemia aplásica congénita,,,,
http://purl.obolibrary.org/obo/DOID_1342,anemia aplásica congénita,,,,
http://purl.obolibrary.org/obo/DOID_1342,anemia hipoplásica congénita,,,,
http://purl.obolibrary.org/obo/DOID_1342,Anemia aplásica constitucional,,,,
http://purl.obolibrary.org/obo/DOID_13620,Comunicación interauricular dentro de la fosa oval,,,,
http://purl.obolibrary.org/obo/DOID_13620,“Defecto, patente o persistente, ostium secundum”,,
http://purl.obolibrary.org/obo/DOID_13620,Comunicación interauricular tipo Ostium secundum,,,,
http://purl.obolibrary.org/obo/DOID_13620,Ostium secundum persistente,,,,
http://purl.obolibrary.org/obo/DOID_13620,foramen oval permeable,,,,
http://purl.obolibrary.org/obo/DOID_14177,Hipogammaglobulinemia congénita,,,,
http://purl.obolibrary.org/obo/DOID_14681,Enanismo Silver Russell,,,,
http://purl.obolibrary.org/obo/DOID_1657,Comunicación interventricular,,,,
http://purl.obolibrary.org/obo/DOID_1657,Anomalía del tabique ventricular,,,,
http://purl.obolibrary.org/obo/DOID_1998,síndrome de Lutembacher,,,,
http://purl.obolibrary.org/obo/DOID_1998,anomalía de Lutembacher,,,,
http://purl.obolibrary.org/obo/DOID_2236,Deficiencia de factor I,,,,
http://purl.obolibrary.org/obo/DOID_2236,Deficiencia de fibrinógeno,,,,
http://purl.obolibrary.org/obo/DOID_2859,enfermedad Hb-C,,,,
http://purl.obolibrary.org/obo/DOID_3827,Hernia diafragmática,,,,
http://purl.obolibrary.org/obo/DOID_4297,síndrome de Halasz,,,,
http://purl.obolibrary.org/obo/DOID_4297,síndrome venolobar congénito,,,,
http://purl.obolibrary.org/obo/DOID_4297,síndrome pulmonar hipogenético,,,,
http://purl.obolibrary.org/obo/DOID_4297,síndrome pulmonar de imagen especular,,,,
http://purl.obolibrary.org/obo/DOID_4297,síndrome venolobar pulmonar,,,,
http://purl.obolibrary.org/obo/DOID_4297,retorno venoso pulmonar anómalo total,,,,
http://purl.obolibrary.org/obo/DOID_4297,síndrome broncovascular de la vena cava,,,,
http://purl.obolibrary.org/obo/DOID_5378,enfermedad Hb-D,,,,
http://purl.obolibrary.org/obo/DOID_5379,enfermedad Hb-E,,,,
http://purl.obolibrary.org/obo/DOID_6406,Dextrotransposición de la aorta,,,,
http://purl.obolibrary.org/obo/DOID_6406,Ventrículo derecho de doble salida con comunicación interventricular subpulmonar,,,,
http://purl.obolibrary.org/obo/DOID_6406,síndrome o defecto de Taussig-Bing,,,,
http://purl.obolibrary.org/obo/DOID_6419,“Comunicación interventricular con estenosis o atresia pulmonar, dextraposición de la aorta e hipertrofia del ventrículo derecho”,,,
http://purl.obolibrary.org/obo/DOID_7280,Epulides congénitas,,,,
http://purl.obolibrary.org/obo/DOID_758,Transposición completa,,,,
http://purl.obolibrary.org/obo/DOID_758,Secuencia de lateralidad,,,,
http://purl.obolibrary.org/obo/DOID_758,situs inversus viscerum,,,,
http://purl.obolibrary.org/obo/DOID_8418,Fibrosarcoma infantil,,,,
http://purl.obolibrary.org/obo/DOID_9296,Labio leporino,,,,
http://purl.obolibrary.org/obo/DOID_9296,queilosquisis,,,,
http://purl.obolibrary.org/obo/DOID_9296,“labio leporino, unilateral, completo”,,
http://purl.obolibrary.org/obo/DOID_9296,labio leporino unilateral completo,,,,
http://purl.obolibrary.org/obo/DOID_9296,labio de liebre,,,,
http://purl.obolibrary.org/obo/DOID_9487,Divertículo de Meckel,,,,
http://purl.obolibrary.org/obo/DOID_9487,Conducto vitelino persistente,,,,
http://purl.obolibrary.org/obo/DOID_9565,Corazón predominantemente en hemitórax derecho,,,,
